brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,price
Dell,Vostro 3510 Laptop,15.6,Black,1000.0,Core i7,32.0,Windows 11 Home,Integrated,1046.99
Dell,Latitude 5530 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1173.01
Dell,Alienware X16 Laptop,16.0,Silver,2000.0,Core i9,32.0,Windows 11 Home,Nvidia GeForce RTX 4090,3854.66
Dell,Latitude 5520 Laptop,15.6,Black,4000.0,Core i7,32.0,Windows 11 Home,Integrated,2102.99
Dell,Alienware X16 Laptop,16.0,Silver,1000.0,Core i9,32.0,Windows 11 Home,Nvidia GeForce RTX 4090,3757.54
Dell,G16 7620 Laptop,16.0,Black,512.0,Core i7,16.0,Windows 11 Home,Nvidia GeForce RTX 3050 Ti,1210.99
Dell,Inspiron 3502 Laptop,15.6,Black,256.0,Celeron,12.0,Windows 10 Home,Integrated,853.82
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i5,8.0,Windows 10 Home,Integrated,861.48
Dell,Latitude 3520 Laptop,15.6,Black,2000.0,Core i5,16.0,Windows 11 Pro,Integrated,989.85
Dell,Latitude 5520 Laptop,15.6,Black,4000.0,Core i7,16.0,Windows 11 Home,Integrated,2053.99
Dell,Latitude 5420 Laptop,14.0,Black,1000.0,Core i5,32.0,Windows 10 Home,Integrated,1275.99
Dell,Latitude 3520 Laptop,15.6,Black,2000.0,Core i5,64.0,Windows 11 Home,Integrated,1132.87
Dell,Latitude 5320 2-in-1,13.3,Black,256.0,Core i7,16.0,Windows 10 Home,Integrated,821.99
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i7,16.0,Windows 11 Home,Integrated,2354.99
Dell,Precision 7560 Laptop,15.6,Silver,2000.0,Core i7,64.0,Windows 11 Pro,Nvidia T1200,2388.99
Dell,G15 Gaming 5525,15.6,Phantom Grey,1.0,AMD Ryzen 7,32.0,Windows 11 Home,Dedicated,1259.0
Dell,G16 7620 Laptop,16.0,Black,1000.0,Core i7,16.0,Windows 10 Home,Nvidia GeForce RTX 3060,1310.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Vostro 3520 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 10 Home,Integrated,943.69
Dell,Vostro 3510 Laptop,15.6,Black,1000.0,Core i7,16.0,Windows 10 Home,Integrated,967.99
MSI,Thin GF63 12VE,15.6,Black,2.0,Core i7 Family,48.0,Windows 11 Pro,Dedicated,1589.0
Dell,Latitude 3520 Laptop,15.6,Black,1000.0,Core i5,8.0,Windows 11 Home,Integrated,931.3
Acer,Acer Nitro 5 AN515,15.6,Obsidian Black,1.0,Core i7 Family,32.0,Windows 11 Home,Dedicated,1559.0
MSI,Raider GE76,17.3,Titanium Blue,1.0,Core i7 Family,64.0,Windows 10 Home,Dedicated,1849.0
Dell,Alienware X16 Laptop,16.0,Silver,2000.0,Core i9,32.0,Windows 11 Pro,Nvidia GeForce RTX 4090,3854.66
Dell,Latitude 5520 Laptop,15.6,Black,1000.0,Core i7,32.0,Windows 10 Home,Integrated,1909.99
Dell,Inspiron 5410 Laptop,14.0,"Grey, Platinum Silver",128.0,Core i7,4.0,Windows 10 Pro,Integrated,968.99
Dell,Precision 7770 Laptop,17.3,Silver,1000.0,Core i7,16.0,Windows 11 Pro,Nvidia RTX A3000,2700.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512.0,Core i7,64.0,Windows 11 Home,Nvidia GeForce RTX 3050 Ti,3287.15
Lenovo,Lenovo ThinkBook 13s G4 IAP,13.3,Arctic Grey,512.0,Core i7 Family,16.0,Windows 10 Pro,Integrated,949.0
Lenovo,Yoga 7 82QG,16.0,Arctic Grey,512.0,Core i7 Family,16.0,Windows 11 Home,Integrated,1199.99
Dell,XPS 9320 Laptop,13.4,Gray,1000.0,Core i7,16.0,Windows 11 Pro,Integrated,1494.62
Dell,Precision 5770 Laptop,17.0,Silver,1000.0,Core i7,64.0,Windows 11 Pro,Nvidia RTX A3000,3415.99
Dell,Alienware m18 Laptop,18.0,Dark Metallic Moon,1000.0,Core i9,32.0,Windows 11 Pro,Nvidia GeForce RTX 4060,2478.32
Dell,Latitude 5520 Laptop,15.6,Black,4000.0,Core i7,64.0,Windows 10 Home,Integrated,2629.99
Dell,Latitude 5520 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 10 Home,Integrated,1715.99
Dell,Latitude 3520 Laptop,15.6,Black,1000.0,Core i7,64.0,Windows 11 Home,Integrated,1830.99
Dell,Inspiron 3511 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 10 Home,Integrated,743.09
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
Dell,Latitude 5420 Laptop,14.0,Black,512.0,Core i5,16.0,Windows 10 Home,Integrated,807.99
Dell,Latitude 3520 Laptop,15.6,Black,1000.0,Core i7,16.0,Windows 10 Home,Integrated,1661.99
Dell,Inspiron 3511 Laptop,15.6,Black,1000.0,Core i5,16.0,Windows 10 Home,Integrated,703.99
Dell,Vostro 3510 Laptop,15.6,Black,256.0,Core i5,4.0,Windows 11 Pro,Integrated,691.99
Dell,XPS 9510 Laptop,15.6,Platinum Silver,8000.0,Core i9,32.0,Windows 11 Home,Nvidia GeForce GTX 1650 Ti,4398.99
Dell,Latitude 3540 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,864.99
Dell,XPS 9320 Laptop,13.4,Gray,512.0,Core i7,32.0,Windows 11 Home,Integrated,1495.99
LENOVO,Legion Pro 5,16.0,Onyx grey,1.0,Intel Core i9,48.0,Windows 11 Home,Dedicated,2459.0
Dell,Latitude 3520 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 11 Home,Integrated,1032.65
Dell,Latitude 7420 2-in-1,14.0,Black,1000.0,Core i7,32.0,Windows 10 Home,Integrated,3869.99
Dell,Latitude 7320 Laptop,13.3,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,899.99
Dell,Latitude 5420 Laptop,14.0,Black,1000.0,Core i5,8.0,Windows 10 Home,Integrated,840.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Precision 7770 Laptop,17.3,Silver,1000.0,Core i9,16.0,Windows 11 Pro,Nvidia RTX A1000,2410.99
Lenovo,Yoga 7,15.6,Dark Moss,4.0,Core i7 Family,12.0,Windows 10 Pro,Integrated,1409.0
Dell,Inspiron 15 3525,15.6,Platinum Silver,2.0,AMD Ryzen 7,64.0,Windows 10 Pro,Dedicated,1469.0
Dell,Precision 7780 Laptop,17.0,Silver,1000.0,Core i7,32.0,Windows 11 Home,Integrated,2815.3
Dell,Latitude 5440 Laptop,14.0,Black,512.0,Core i7,16.0,Windows 11 Home,Dedicated,1552.3
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Pro,Integrated,953.82
Dell,Latitude 3520 Laptop,15.6,Black,4000.0,Core i5,16.0,Windows 10 Home,Integrated,1185.79
Dell,Inspiron 3511 Laptop,15.6,Black,512.0,Core i5,64.0,Windows 10 Home,Integrated,776.54
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512.0,Core i5,16.0,Windows 10 Home,Integrated,1666.65
Dell,Inspiron 3511 Laptop,15.6,Black,2000.0,Core i5,16.0,Windows 10 Home,Integrated,767.11
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Inspiron 3511 Laptop,15.6,Black,1000.0,Core i5,8.0,Windows 10 Home,Integrated,690.58
Dell,Latitude 3520 Laptop,15.6,Black,4000.0,Core i7,16.0,Windows 11 Home,Integrated,1950.99
Dell,Inspiron 3511 Laptop,15.6,Black,1000.0,Core i5,16.0,Windows 10 Home,Integrated,619.99
acer,Nitro 17,17.3,Obsidian Black,4.0,Ryzen 7,64.0,Windows 10 Pro,Dedicated,2049.0
Dell,Latitude 7420 Laptop,14.0,Black,2000.0,Core i5,16.0,Windows 10 Home,Integrated,886.99
Dell,Inspiron 3511 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 10 Home,Integrated,699.99
Dell,Latitude 3520 Laptop,15.6,Black,4000.0,Core i5,64.0,Windows 11 Home,Integrated,1318.68
Dell,Latitude 7420 Laptop,14.0,Black,1000.0,Core i5,16.0,Windows 11 Home,Integrated,1267.99
Dell,XPS 9530 Laptop,15.6,Platinum Silver,4000.0,Core i7,32.0,Windows 11 Home,Nvidia GeForce RTX 4070,3329.94
Dell,Inspiron 3501 Laptop,15.6,Black,128.0,Core i5,4.0,Windows 11 Home,Integrated,608.33
Dell,Latitude 9420 Laptop,14.0,Black,256.0,Core i5,16.0,Windows 10 Home,Integrated,708.99
Dell,Latitude 5420 Laptop,14.0,Black,1000.0,Core i7,16.0,Windows 11 Home,Integrated,1424.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Inspiron 3511 Laptop,15.6,Black,500.0,Core i5,8.0,Windows 10 Home,Integrated,599.44
Dell,Inspiron 3511 Laptop,15.6,Black,4000.0,Core i5,32.0,Windows 10 Home,Integrated,955.99
Dell,Latitude 7420 Laptop,14.0,Black,1000.0,Core i5,16.0,Windows 10 Home,Integrated,1155.99
Dell,Inspiron 3511 Laptop,15.6,Black,6000.0,Core i5,16.0,Windows 10 Home,Integrated,1670.99
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i7,16.0,Windows 10 Home,Integrated,2366.99
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Home,Integrated,953.82
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 5420 Laptop,14.0,Black,128.0,Core i5,4.0,Windows 11 Home,Integrated,1078.99
Dell,Latitude 9520 Laptop,15.0,Black,512.0,Core i7,16.0,Windows 10 Home,Integrated,1046.99
Dell,Latitude 7320 Laptop,13.3,Black,256.0,Core i5,16.0,Windows 10 Home,Integrated,683.99
Dell,Latitude 5420 Laptop,14.0,Black,512.0,Core i5,32.0,Windows 11 Home,Integrated,1125.99
Dell,Latitude 7420 Laptop,14.0,Black,2000.0,Core i5,16.0,Windows 11 Home,Integrated,1328.99
Dell,Inspiron 3511 Laptop,15.6,Black,2000.0,Core i5,16.0,Windows 10 Home,Integrated,714.99
Dell,Precision 7770 Laptop,17.3,Silver,1000.0,Core i5,32.0,Windows 11 Pro,Nvidia RTX A5500,3176.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Precision 7560 Laptop,15.6,Silver,512.0,Core i7,16.0,Windows 11 Home,Nvidia T1200,2126.99
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Home,Integrated,953.82
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i7,8.0,Windows 11 Home,Integrated,1584.99
Dell,Vostro 3510 Laptop,15.6,Black,512.0,Core i7,8.0,Windows 11 Home,Integrated,921.99
Dell,Vostro 3510 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 10 Home,Integrated,719.99
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512.0,Core i7,64.0,Windows 10 Home,Nvidia GeForce RTX 3050 Ti,2877.06
Dell,Inspiron 3511 Laptop,15.6,Black,2000.0,Core i5,64.0,Windows 10 Home,Integrated,821.99
Dell,Inspiron 3511 Laptop,15.6,Black,512.0,Core i5,16.0,Windows 10 Home,Integrated,660.99
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i9,32.0,Windows 11 Home,"Nvidia GeForce RTX 4070, Dedicated",2675.28
Dell,Alienware m16 Laptop,16.0,Black,512.0,Core i7,32.0,Windows 11 Pro,Nvidia GeForce RTX 4050,1989.85
Dell,Alienware m18 Laptop,18.0,Black,512.0,Core i7,16.0,Windows 11 Pro,Nvidia GeForce RTX 4070,2244.54
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Latitude 5520 Laptop,15.6,Black,4000.0,Core i7,32.0,Windows 10 Home,Integrated,2109.99
Dell,Latitude 3520 Laptop,15.6,Black,2000.0,Core i7,32.0,Windows 11 Home,Integrated,1761.99
Dell,Latitude 5420 Laptop,14.0,Black,2000.0,Core i5,16.0,Windows 11 Home,Integrated,1283.99
Dell,Vostro 3510 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 11 Home,Integrated,877.99
Dell,Latitude 5420 Laptop,14.0,Black,512.0,Core i5,32.0,Windows 10 Home,Integrated,1231.99
Dell,Inspiron 3511 Laptop,15.6,Black,512.0,Core i5,8.0,Windows 10 Home,Integrated,647.99
DELL,Inspiron 16 5620,16.0,Platinum Silver,2.0,Core i7 Family,16.0,Windows 10 Home,Dedicated,1479.0
Dell,Latitude 7440 Laptop,14.0,Black,1000.0,Core i7,16.0,Windows 11 Home,Integrated,1305.17
Dell,Inspiron 5620 Laptop,16.0,"Grey, Gray, Platinum Silver",256.0,Core i5,12.0,Windows 10 Home,Integrated,739.99
Dell,Latitude 5520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Home,Integrated,953.82
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 5320 Laptop,13.3,Black,256.0,Core i7,16.0,Windows 10 Home,Integrated,821.99
Dell,Alienware x14 R2 Laptop,14.0,Silver,1000.0,Core i7,32.0,Windows 11 Home,Nvidia GeForce RTX 4060,2033.26
ASUS,TUF Gaming A17,17.3,Graphite Black,1.0,Ryzen 5 4600H,24.0,Windows 10 Pro,Dedicated,1139.0
LG,Gram 16 Pro,16.0,Black,8.0,Core i7 Family,32.0,Windows 10 Home,Dedicated,2489.99
Dell,Latitude 7440 Laptop,14.0,Black,1000.0,Core i7,16.0,Windows 11 Home,Integrated,1305.17
Dell,Precision 7680 Laptop,16.0,Silver,1000.0,Core i7,32.0,Windows 11 Pro,Nvidia RTX 2000 Ada,2400.99
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6,Dark Side of the Moon,2000.0,AMD Ryzen 7,32.0,Windows 10 Home,Nvidia GeForce RTX 3070,2255.92
Dell,G15 5530 Laptop,15.6,Gray,1000.0,Core i7,16.0,Windows 11 Pro,Nvidia GeForce RTX 4060,1409.99
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,1000.0,Core i9,64.0,Windows 11 Home,Nvidia GeForce RTX 3080 Ti,3196.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Latitude 3420 Laptop,14.0,Black,128.0,Core i7,4.0,Windows 11 Home,Integrated,2211.99
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i5,64.0,Windows 10 Home,Integrated,1059.67
Dell,Vostro 3510 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 10 Home,Integrated,942.99
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i7,64.0,Windows 11 Home,Integrated,2535.99
Dell,Inspiron 3511 Laptop,15.6,Black,4000.0,Core i5,32.0,Windows 10 Home,Integrated,956.49
Dell,Inspiron 7420 2-in-1,14.0,"Grey, Gray, Platinum Silver",128.0,Core i7,4.0,Windows 11 Home,Integrated,777.02
Dell,Latitude 7420 Laptop,14.0,Black,256.0,Core i5,16.0,Windows 11 Home,Integrated,1014.99
Dell,Latitude 5420 Laptop,14.0,Black,256.0,Core i7,32.0,Windows 10 Home,Integrated,1015.99
Dell,Latitude 5520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Home,Integrated,953.82
Dell,Inspiron 3501 Laptop,15.6,Black,2000.0,Core i3,16.0,Windows 10 Home,Integrated,635.67
Dell,Latitude 7520 Laptop,15.6,Black,256.0,Core i5,8.0,Windows 10 Home,Integrated,1077.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Inspiron 3511 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 10 Home,Integrated,586.96
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512.0,Core i7,16.0,Windows 10 Home,Nvidia GeForce RTX 3050 Ti,2810.99
Dell,Latitude 7420 Laptop,14.0,Black,256.0,Core i5,16.0,Windows 10 Home,Integrated,1056.99
Dell,Inspiron 3511 Laptop,15.6,Black,4000.0,Core i5,64.0,Windows 10 Home,Integrated,1037.99
HP,15-DY100,15.6,Natural Silver,2.0,Core i3-1005G1,48.0,Windows 11 Home,Integrated,839.0
HP,15-DY200,15.6,Natural Silver,2.0,Core i7 Family,48.0,Windows 10 Pro,Integrated,1239.0
Dell,Latitude 5520 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 11 Home,Integrated,1865.99
Dell,Precision 3580 Laptop,15.6,Silver,256.0,Core i5,16.0,Windows 11 Pro,Nvidia GeForce RTX A500,1660.99
Dell,Precision 3581 Laptop,15.6,Silver,1000.0,Core i7,64.0,Windows 11 Pro,Nvidia RTX A1000,2216.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Precision 5570 Laptop,15.6,Silver,256.0,Core i5,8.0,Windows 10 Pro,Nvidia RTX A1000,2007.99
Dell,Inspiron 5630 Laptop,16.0,"Gray, Platinum Silver",1000.0,Core i7,16.0,Windows 11 Home,Integrated,1043.99
Dell,Inspiron 3501 Laptop,15.6,Black,128.0,Core i3,8.0,Windows 10 Home,Integrated,558.99
Dell,Inspiron 7420 2-in-1,14.0,"Grey, Gray, Platinum Silver",256.0,Core i7,16.0,Windows 11 Home,Integrated,788.28
Dell,Inspiron 15,15.6,Carbon Black,1.0,Ryzen 7,16.0,Windows 11 Home,Integrated,809.99
Dell,Latitude 3520 Laptop,15.6,Black,1000.0,Core i5,16.0,Windows 10 Home,Integrated,953.82
Dell,Inspiron 3511 Laptop,15.6,Black,500.0,Core i5,32.0,Windows 10 Home,Integrated,645.99
Dell,Latitude 7420 Laptop,14.0,Black,512.0,Core i7,16.0,Windows 11 Home,Integrated,801.99
Dell,Inspiron 7415 2-in-1,14.0,Grey,256.0,AMD Ryzen 7,12.0,Windows 11 Home,AMD Integrated Graphics,602.47
Dell,Inspiron 3511 Laptop,15.6,Black,2000.0,Core i5,8.0,Windows 10 Home,Integrated,693.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Inspiron 3511 Laptop,15.6,Black,512.0,Core i5,8.0,Windows 10 Home,Integrated,599.99
Dell,Latitude 3520 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 10 Home,Integrated,1667.99
Dell,Latitude 5420 Laptop,14.0,Black,512.0,Core i7,8.0,Windows 10 Home,Integrated,807.99
Dell,Latitude 5420 Laptop,14.0,Black,256.0,Core i5,8.0,Windows 10 Home,Integrated,765.75
MSI,GF63 Thin 10SCXR,15.6,Black,2.0,Core i5 Family,64.0,Windows 10 Home,Dedicated,1029.99
Dell,Precision 7560 Laptop,15.6,Silver,256.0,Core i7,32.0,Windows 11 Pro,Integrated,2102.99
Dell,Latitude 5520 Laptop,15.6,Black,128.0,Core i7,16.0,Windows 11 Pro,Integrated,1690.99
Dell,Vostro 3510 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,713.99
Dell,Inspiron 5620 Laptop,16.0,"Grey, Gray, Platinum Silver",256.0,Core i5,12.0,Windows 10 Home,Integrated,739.99
Dell,Vostro 3510 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 11 Pro,Integrated,877.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Latitude 5520 Laptop,15.6,Black,1000.0,Core i5,8.0,Windows 11 Pro,Integrated,931.3
Dell,Vostro 3510 Laptop,15.6,Black,512.0,Core i5,12.0,Windows 11 Pro,Integrated,732.99
Dell,Vostro 3510 Laptop,15.6,Black,128.0,Core i3,8.0,Windows 11 Pro,Integrated,691.99
Dell,Latitude 3520 Laptop,15.6,Black,1000.0,Core i7,16.0,Windows 11 Pro,Integrated,1626.99
Dell,Latitude 5320 Laptop,13.3,Black,256.0,Core i5,8.0,Windows 10 Pro,Integrated,739.99
Dell,Vostro 7620 Laptop,16.0,Black,4000.0,Core i7,40.0,Windows 11 Pro,Nvidia GeForce RTX 3050,1512.99
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i7,8.0,Windows 11 Pro,Integrated,2337.99
Lenovo,ThinkBook 15 G4,15.6,Mineral Grey,2.0,Core i7 Family,16.0,Windows 10 Pro,Integrated,1279.0
Dell,Alienware m16 Laptop,16.0,Black,512.0,Core i7,32.0,Windows 11 Pro,Nvidia GeForce RTX 4050,1989.85
Dell,Latitude 3540 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,864.99
